Airport ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,Source
1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-1.116968636618206,1.7082455414421014,2.597420472208487,1.699633359994223,U,Pacific/Port_Moresby,airport,OurAirports
2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-1.0861046424789151,1.712846602507972,-0.6076474253799352,1.699633359994223,U,Pacific/Port_Moresby,airport,OurAirports
3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-1.1079735051635276,1.6955435500119187,2.661984743805669,1.699633359994223,U,Pacific/Port_Moresby,airport,OurAirports
4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-1.134193597213217,1.7237056634326628,-0.4742552038725493,1.699633359994223,U,Pacific/Port_Moresby,airport,OurAirports
5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-1.235598886454694,1.7294311481550448,-0.5309012157455488,1.699633359994223,U,Pacific/Port_Moresby,airport,OurAirports
6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-1.028821997199275,1.6882769576500085,-0.6082565222817954,1.699633359994223,U,Pacific/Port_Moresby,airport,OurAirports
7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,1.255932044910613,-0.5032361646615728,-0.5516105104087959,-0.5747796777216921,E,America/Godthab,airport,OurAirports
8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,1.3628715382992482,-0.5756947859210167,-0.4474549401907001,-0.5747796777216921,E,America/Godthab,airport,OurAirports
9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,1.4624326960465486,-0.5644935816330441,-0.5193283746102048,-0.5747796777216921,E,America/Godthab,airport,OurAirports
10,Thule Air Base,Thule,Greenland,THU,BGTL,1.7983465284230218,-0.7730068809878016,-0.4669460410502268,-0.7497345267767626,E,America/Thule,airport,OurAirports
11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,1.4147144464677297,-0.18622561271992427,-0.6161747820059781,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,1.4014210824377396,-0.14367713783756547,-0.5735379988757634,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,1.3665662223344561,-0.15324773641279002,-0.6052110377724943,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,1.4250292883609283,-0.17873070061875665,-0.5905927121278494,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,1.4287627389582789,-0.2448985138816697,-0.6149565882022577,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,1.355605486481351,-0.23875957318025998,-0.5156737931990436,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,1.411037252579256,-0.25451431062250496,-0.6131292974966771,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,1.3607222537392325,-0.23105255716196246,-0.5905927121278494,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,1.4314165732953108,-0.1960071295720227,-0.6137383943985373,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,1.3358190376855474,-0.21179432339912382,-0.4212637734107111,-0.049915130556480974,N,Atlantic/Reykjavik,airport,OurAirports
21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,0.7380503132675587,-0.9561925266776655,-0.2360983152452074,-0.9246893758318329,A,America/Toronto,airport,OurAirports
22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,,CYAV,0.8640809620333112,-1.101328787342555,-0.1569157180033802,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
23,Halifax / CFB Shearwater Heliport,Halifax,Canada,,CYAW,0.6729318159563129,-0.7126975321088206,-0.5321194095492692,-0.7497345267767626,A,America/Halifax,airport,OurAirports
24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,0.9112092019654731,-0.6267464391721427,-0.5540468980162367,-0.6622571022492273,A,America/St_Johns,airport,OurAirports
25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,0.8296190084589906,-1.434446210952547,-0.5711016112683226,-1.449553922997044,A,America/Vancouver,airport,OurAirports
26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,1.516148671946945,-1.0176016975865616,-0.5857199369129676,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,0.8314775564501202,-0.7672260221349307,-0.5765834833850645,-0.9246893758318329,A,America/Toronto,airport,OurAirports
28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,0.8031794508011448,-0.7995838532424246,-0.30188078064611,-0.9246893758318329,A,America/Toronto,airport,OurAirports
29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,1.366682527015445,-1.0902642593955998,-0.583892646207387,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,0.8603545123809079,-1.428598398598823,-0.4090818353735069,-1.449553922997044,A,America/Vancouver,airport,OurAirports
31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,0.8589146613436397,-1.135163071639748,0.19818777578112193,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,1.5363938911252868,-1.195267323708554,-0.5650106422497205,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,0.8287416292942219,-1.4123598985208943,-0.5637924484460001,-1.449553922997044,A,America/Vancouver,airport,OurAirports
34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,0.8372613476947064,-1.3400663477135446,0.36934400520384075,-1.449553922997044,A,America/Vancouver,airport,OurAirports
35,Miramichi Airport,Chatham,Canada,YCH,CYCH,0.7564993467067341,-0.7352947269321457,-0.5540468980162367,-0.7497345267767626,A,America/Halifax,airport,OurAirports
36,Charlo Airport,Charlo,Canada,YCL,CYCL,0.7911882324300941,-0.7455061730020812,-0.5394285723715917,-0.7497345267767626,A,America/Halifax,airport,OurAirports
37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,1.490821957938373,-1.3112316383328984,-0.5747561926794839,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
38,Coronation Airport,Coronation,Canada,YCT,CYCT,0.9353150854088208,-1.2683621763300696,0.960777096910104,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,0.8321939846371137,-1.3899822367035477,-0.6003382625576127,-1.449553922997044,A,America/Vancouver,airport,OurAirports
40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,1.5850218917549679,-0.7708454362630608,-0.5668379329553012,-0.9246893758318329,A,America/Toronto,airport,OurAirports
41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,1.362956077360739,-0.9428646049055901,-0.4919190140264954,-0.9246893758318329,A,America/Coral_Harbour,airport,OurAirports
42,Dawson City Airport,Dawson,Canada,YDA,CYDA,1.3576556934097077,-1.5891938742922935,0.12022337234301511,-1.449553922997044,A,America/Vancouver,airport,OurAirports
43,Burwash Airport,Burwash,Canada,YDB,CYDB,1.2633639440620767,-1.588185524296666,0.9924501358068349,-1.449553922997044,A,America/Vancouver,airport,OurAirports
44,Princeton Airport,Princeton,Canada,,CYDC,0.8433205639845499,-1.3734324403990152,0.7798753170576219,-1.449553922997044,A,America/Vancouver,airport,OurAirports
45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,0.8342406915395336,-0.6419089584443046,-0.5759743864832043,-0.6622571022492273,A,America/St_Johns,airport,OurAirports
46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,1.1593005288768767,-1.4837758514983148,0.9638225814194051,-1.449553922997044,A,America/Vancouver,airport,OurAirports
47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,0.9009366287080067,-1.1363232361736573,-0.011341558458790132,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,1.064729854462075,-1.3696310564088914,0.6885107817785905,-1.2745990739419737,A,America/Dawson_Creek,airport,OurAirports
49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,0.9788862230527283,-1.2931057447618424,0.8255575846971376,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,1.2535924128405078,-1.0670042139552527,-0.6003382625576127,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
51,Estevan Airport,Estevan,Canada,YEN,CYEN,0.8342230567999201,-1.170095003161913,0.5405002346265596,-1.0996442248869034,N,America/Regina,airport,OurAirports
52,Edson Airport,Edson,Canada,YET,CYET,0.9883859638739977,-1.3265413361392755,1.233652508943478,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
53,Eureka Airport,Eureka,Canada,YEU,CYEU,1.920569553881896,-0.9713145050453241,-0.46390055654092577,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,1.508025111897626,-1.5237711999269223,-0.4833916574004525,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,1.3475385005149307,-0.7712985879620105,-0.5528287042125163,-0.9246893758318329,A,America/Toronto,airport,OurAirports
56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,0.7163088312990359,-0.7479040591312037,-0.5784107740906451,-0.7497345267767626,A,America/Halifax,airport,OurAirports
57,Forestville Airport,Forestville,Canada,YFE,CYFE,0.8178419976721378,-0.7775731042849064,-0.441363971172098,-0.9246893758318329,A,America/Toronto,airport,OurAirports
58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,1.027175528957888,-1.1552140597018772,-0.012559752262510552,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,1.256648473094932,-1.2943805948311595,-0.2994443930386692,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,1.2770948112120413,-1.3818463801458203,-0.28178058288472313,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,0.6583080330614505,-0.8644907694946401,-0.4340548083497755,-0.9246893758318329,A,America/Toronto,airport,OurAirports
62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,0.9900234370913885,-0.8773238004456563,-0.23061644312846552,-0.9246893758318329,A,America/Toronto,airport,OurAirports
63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,0.8188723511749767,-0.7240459358783583,-0.5516105104087959,-0.9246893758318329,A,America/Toronto,airport,OurAirports
64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,0.8542671612777569,-0.9843549710267824,0.07697749231094024,-0.9246893758318329,A,America/Toronto,airport,OurAirports
65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,0.7712112997491353,-0.6927485345764437,-0.5985109718520321,-0.9246893758318329,A,America/Toronto,airport,OurAirports
66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,0.9614888105253098,-1.162503818295604,0.09585949626860672,-1.0996442248869034,N,America/Regina,airport,OurAirports
67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,0.8561515077654792,-1.0516296215037306,0.20488784170158422,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,1.5947864229261488,-1.3420828708654238,-0.5485650258994949,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,1.519719772217155,-1.0876207448551605,-0.5272466343343876,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,0.6211947107034661,-0.9031775795558211,-0.144733779966176,-0.9246893758318329,A,America/Toronto,airport,OurAirports
71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,0.7039083774844263,-0.8276362137841045,-0.5650106422497205,-0.9246893758318329,A,America/Toronto,airport,OurAirports
72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,1.2446113487927364,-1.318637318731389,-0.29030793951076606,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,0.6814398326355356,-0.7128041243697943,-0.3292901412298195,-0.7497345267767626,A,America/Halifax,airport,OurAirports
74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,0.8188229469763816,-1.0388163044361394,0.23777907440203552,-0.9246893758318329,A,America/Coral_Harbour,airport,OurAirports
75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,1.662558483152945,-0.8803660040543356,-0.5095828241804414,-0.9246893758318329,A,America/Toronto,airport,OurAirports
76,St Jean Airport,St. Jean,Canada,YJN,CYJN,0.696035340568458,-0.8260623248042103,-0.5369921847641509,-0.9246893758318329,A,America/Toronto,airport,OurAirports
77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,0.8107171584010969,-0.6553365303783618,-0.5686652236608818,-0.6622571022492273,A,America/St_Johns,airport,OurAirports
78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,0.8868705668613203,-1.3726559295526854,0.07027742639047793,-1.449553922997044,A,America/Vancouver,airport,OurAirports
79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,0.6313297060550621,-0.9083187144332731,0.022767868045381594,-0.9246893758318329,A,America/Toronto,airport,OurAirports
80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,1.031664310968825,-0.75101116355477,0.4211172418619586,-0.9246893758318329,A,America/Toronto,airport,OurAirports
81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,0.9156415797291497,-1.2421235902061558,0.7670842821185575,-1.0996442248869034,N,America/Regina,airport,OurAirports
82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,0.6454947109163306,-0.8966295824559424,-0.22391637720800323,-0.9246893758318329,A,America/Toronto,airport,OurAirports
83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,0.785160918459087,-0.9427174728120359,0.2755430823173685,-0.9246893758318329,A,America/Toronto,airport,OurAirports
84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,1.007667870611782,-1.2344977444159526,0.3401073539145507,-1.0996442248869034,N,America/Regina,airport,OurAirports
85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,0.978868588311833,-1.2524613881779372,0.7159201423622998,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
86,Alert Airport,Alert,Canada,YLT,CYLT,2.009606958065374,-0.698572277483902,-0.5589196732311185,-0.9246893758318329,A,America/Toronto,airport,OurAirports
87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,0.8605414944847256,-1.3603015200097899,0.24569733412621825,-1.449553922997044,A,America/Vancouver,airport,OurAirports
88,Mayo Airport,Mayo,Canada,YMA,CYMA,1.3425980475672916,-1.551412050394395,0.38700781535778683,-1.449553922997044,A,America/Vancouver,airport,OurAirports
89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,0.8737465501914953,-1.2001464679689795,0.5325819749023769,-1.0996442248869034,N,America/Regina,airport,OurAirports
90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,1.0968781221826869,-1.2657777268338646,0.11778698473557427,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,0.9076520996750956,-0.9109750499796706,-0.601556456361333,-0.9246893758318329,A,America/Toronto,airport,OurAirports
92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,0.7305620098676076,-0.8574640625665906,-0.22026179579684196,-0.9246893758318329,A,America/Toronto,airport,OurAirports
93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,0.7096251446164565,-0.8348424998622114,-0.45537319991488284,-0.9246893758318329,A,America/Toronto,airport,OurAirports
94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,0.868795495653176,-0.6928771867374081,-0.5960745842445913,-0.9246893758318329,A,America/Toronto,airport,OurAirports
95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,0.7040565900766825,-0.8525153311958457,-0.4913099171246352,-0.9246893758318329,A,America/Toronto,airport,OurAirports
96,Matagami Airport,Matagami,Canada,YNM,CYNM,0.8536813109460251,-0.8784665499496452,-0.0606784075094671,-0.9246893758318329,A,America/Toronto,airport,OurAirports
97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,1.482137311897083,-1.5974339788865162,-0.11793351628432679,-1.449553922997044,A,America/Vancouver,airport,OurAirports
98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,1.0175380756147485,-1.2548488362866657,0.4613176373847324,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
99,High Level Airport,High Level,Canada,YOJ,CYOJ,1.1663300597747912,-1.3346540264614748,0.05626819764769311,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,0.6970269245628368,-0.8537391625086423,-0.39202712212142105,-0.9246893758318329,A,America/Toronto,airport,OurAirports
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,0.9755161028670651,-1.2014676505045092,0.2359517836964549,-1.0996442248869034,N,America/Regina,airport,OurAirports
102,Peace River Airport,Peace River,Canada,YPE,CYPE,1.0818308349758547,-1.3379222381335487,0.521009133767033,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,0.8586711328721913,-1.1157149939943636,-0.08077860527085401,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
104,Pitt Meadows Airport,Pitt Meadows,Canada,,CYPK,0.8344276736421935,-1.3989176819088682,-0.6131292974966771,-1.449553922997044,A,America/Vancouver,airport,OurAirports
105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,0.9131324656804117,-1.022308242718571,0.151896411239746,-0.9246893758318329,A,America/Coral_Harbour,airport,OurAirports
106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,0.856317368206129,-0.7218439060391931,-0.5181101808064844,-0.9246893758318329,A,America/Toronto,airport,OurAirports
107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,0.6584738803980069,-0.8849623788192323,-0.23731650904892784,-0.9246893758318329,A,America/Toronto,airport,OurAirports
108,Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,1.013342218768809,-1.488562419245595,-0.549174122801355,-1.449553922997044,A,America/Vancouver,airport,OurAirports
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,1.1714752310820342,-1.2645607923389044,-0.15630662110152,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
110,Muskoka Airport,Muskoka,Canada,YQA,CYQA,0.6847535485759375,-0.8958565200206766,-0.056414729196445634,-0.9246893758318329,A,America/Toronto,airport,OurAirports
111,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,0.7488522139301285,-0.8041837657931825,-0.4712097193632483,-0.9246893758318329,A,America/Toronto,airport,OurAirports
112,Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,0.939098073926373,-1.29674478829282,1.1879702413039621,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
113,Windsor Airport,Windsor,Canada,YQG,CYQG,0.5895053500998704,-0.9381847609718175,-0.2409710904600891,-0.9246893758318329,A,America/Toronto,airport,OurAirports
114,Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,1.2190870129245361,-1.469752677528573,0.7536841502776329,-1.449553922997044,A,America/Vancouver,airport,OurAirports
115,Kenora Airport,Kenora,Canada,YQK,CYQK,0.8546199907169734,-1.0703917889323733,0.1914877098606596,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
116,Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,0.8490443163396063,-1.2840659630963096,1.2366979934527789,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
117,Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,0.724894661758102,-0.7263637968736797,-0.47851888218557076,-0.7497345267767626,A,America/Halifax,airport,OurAirports
119,Comox Airport,Comox,Canada,YQQ,CYQQ,0.8518851250599273,-1.424148006457476,-0.5686652236608818,-1.449553922997044,A,America/Vancouver,airport,OurAirports
120,Regina International Airport,Regina,Canada,YQR,CYQR,0.8773319219137713,-1.189797086880045,0.5338001687060974,-1.0996442248869034,N,America/Regina,airport,OurAirports
121,Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,0.8046368073478656,-1.011990074147039,-0.2220890865024226,-0.9246893758318329,A,America/Toronto,airport,OurAirports
122,Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,1.0448763667269616,-1.3545879493292212,0.7171383361660203,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
123,Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,0.9067205545704121,-1.1642538413708508,0.37604407112430305,-1.0996442248869034,N,America/Regina,airport,OurAirports
124,North Battleford Airport,North Battleford,Canada,YQW,CYQW,0.9598125678018852,-1.2312642867703807,0.4759359630293774,-1.0996442248869034,N,America/Regina,airport,OurAirports
125,Gander International Airport,Gander,Canada,YQX,CYQX,0.8245751033803709,-0.6091883812953286,-0.31771730009447546,-0.6622571022492273,A,America/St_Johns,airport,OurAirports
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,0.7266308143545448,-0.6726952419051109,-0.49618269233951684,-0.7497345267767626,A,America/Halifax,airport,OurAirports
127,Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,0.968878305529477,-1.3965998209140087,0.46984499401077534,-1.449553922997044,A,America/Vancouver,airport,OurAirports
128,Resolute Bay Airport,Resolute,Canada,YRB,CYRB,1.7343221872301535,-1.077418495859581,-0.4888735295171943,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,0.7831988852364324,-0.7832230120383793,-0.3597449863228299,-0.9246893758318329,A,America/Toronto,airport,OurAirports
130,Roberval Airport,Roberval,Canada,YRJ,CYRJ,0.8098631523109069,-0.814293260487479,-0.26289857892705665,-0.9246893758318329,A,America/Toronto,airport,OurAirports
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,0.9478319823647967,-1.3084501896890202,1.35608098621738,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
132,Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,1.3141904988305917,-1.0443467557851078,-0.5625742546422797,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
133,Sudbury Airport,Sudbury,Canada,YSB,CYSB,0.7429907331146537,-0.9131897239835711,0.07515020160535961,-0.9246893758318329,A,America/Toronto,airport,OurAirports
134,Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,0.7011239730109659,-0.807638539567546,-0.13742461714385348,-0.9246893758318329,A,America/Toronto,airport,OurAirports
135,Saint John Airport,St. John,Canada,YSJ,CYSJ,0.69680117295293,-0.7404067770828655,-0.4023817694530446,-0.7497345267767626,A,America/Halifax,airport,OurAirports
136,Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,1.2156957579711842,-1.274353918620535,-0.21112534226893884,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
137,Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,1.6731064947709586,-0.957400180652543,0.6629287119004617,-0.9246893758318329,A,America/Toronto,airport,OurAirports
138,Summerside Airport,Summerside,Canada,YSU,CYSU,0.7364835136326721,-0.7165707148024135,-0.5857199369129676,-0.7497345267767626,A,America/Halifax,airport,OurAirports
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,1.6382303481241403,-1.428273806104067,-0.4480640370925603,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
140,Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,1.3642513558289109,-0.8636772103658783,-0.519937471512065,-0.9246893758318329,A,America/Toronto,airport,OurAirports
141,Thompson Airport,Thompson,Canada,YTH,CYTH,1.0668049654141993,-1.1109677078725233,-0.17579772196104668,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
142,CFB Trenton,Trenton,Canada,YTR,CYTR,0.6545533139776583,-0.8752828731746046,-0.4474549401907001,-0.9246893758318329,A,America/Toronto,airport,OurAirports
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,0.8116169340470337,-0.9198861794879057,-0.030832659318316837,-0.9246893758318329,A,America/Toronto,airport,OurAirports
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,0.6372123188710269,-0.8969332182270163,-0.4663369441483666,-0.9246893758318329,A,America/Toronto,airport,OurAirports
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,1.5478696652708555,-1.5184747982485507,-0.6106929098892362,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,0.7022532695268016,-0.8313900274205868,-0.5479559289976347,-0.9246893758318329,A,America/Toronto,airport,OurAirports
147,Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,1.4451121632449544,-0.9760719823785067,-0.5711016112683226,-1.0996442248869034,A,America/Winnipeg,airport,OurAirports
148,Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,1.524677961422179,-0.9183308553244836,-0.601556456361333,-0.9246893758318329,A,America/Toronto,airport,OurAirports
149,Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,0.79878597716219,-0.8904361524801684,-0.018041624379252438,-0.9246893758318329,A,America/Toronto,airport,OurAirports
150,La Ronge Airport,La Ronge,Canada,YVC,CYVC,1.0438777826832422,-1.1967044258279227,0.13666898869324076,-1.0996442248869034,N,America/Regina,airport,OurAirports
151,Vermilion Airport,Vermillion,Canada,YVG,CYVG,0.9805130615788954,-1.2611650826603933,0.6135918628497847,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
152,Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,1.4812620364254652,-0.718863154837741,-0.6070383284780749,-0.9246893758318329,A,America/Toronto,airport,OurAirports
153,Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,0.7933937848627576,-0.8782347107978394,0.05444090694211249,-0.9246893758318329,A,America/Toronto,airport,OurAirports
154,Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,1.1477928506569606,-0.7698047242808865,-0.5412558630771723,-0.9246893758318329,A,America/Toronto,airport,OurAirports
155,Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,1.4013610435480446,-1.4462954538623147,-0.4748643007744095,-1.2745990739419737,A,America/Edmonton,airport,OurAirports
